,Rank,Name,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio,Country/Region
2094,301350,University of Bordeaux,"53,755",22.4,13%,59:41:00,France
2095,,Explore,,,,,Autonomous University of Madrid
2096,,Spain,,,,,Anglia Ruskin University (ARU)
2097,,United Kingdom,,,,,Alfaisal University
2098,,Saudi Arabia,,,,,Explore
2099,301350,Aix-Marseille University,"70,054",17.4,13%,60:40:00,France
2100,301350,Abu Dhabi University,"3,926",18.1,60%,51:49:00,United Arab Emirates
2101,251300,University of the Witwatersrand,"26,871",23.6,7%,56:44:00,South Africa
2102,,Explore,,,,,Virginia Polytechnic Institute and State University
2103,,United States,,,,,Explore
2104,251300,University of Utah,"30,967",13.6,8%,48:52:00,United States
2105,251300,United Arab Emirates University,"7,121",10.9,17%,80:20:00,United Arab Emirates
2106,,Explore,,,,,University of Twente
2107,,Netherlands,,,,,Tongji University
2108,,China,,,,,Explore
2109,251300,Tilburg University,"11,876",29.9,20%,51:49:00,Netherlands
2110,,Explore,,,,,Swansea University
2111,,United Kingdom,,,,,Sun Yat-sen University
2112,,China,,,,,Explore
2113,251300,Stellenbosch University,"24,907",25.9,8%,56:44:00,South Africa
2114,,Explore,,,,,University of Southern Denmark
2115,,Denmark,,,,,Simon Fraser University
2116,,Canada,,,,,Explore
2117,251300,University of Sharjah,"12,933",19.2,55%,67:33:00,United Arab Emirates
2118,251300,Sejong University,"12,356",20.8,13%,48:52:00,South Korea
2119,251300,Ruhr University Bochum,"38,441",48.5,15%,50:50:00,Germany
2120,251300,Queens University,"26,556",26.2,17%,59:41:00,Canada
2121,,Explore,,,,,University of Pavia
2122,,Italy,,,,,Osaka University
2123,,Japan,,,,,Oregon Health and Science University
2124,,United States,,,,,University of Navarra
2125,,Spain,,,,,Linköping University
2126,,Sweden,,,,,Université Laval
2127,,Canada,,,,,La Trobe University
2128,,Australia,,,,,Explore
2129,251300,Kyung Hee University,"20,504",17.7,27%,55:45:00,South Korea
2130,,Explore,,,,,King Saud University
2131,,Saudi Arabia,,,,,University of Kiel
2132,,Germany,,,,,Johannes Gutenberg University of Mainz
2133,,Germany,,,,,Indian Institute of Science
2134,,India,,,,,University of Illinois Chicago
2135,,United States,,,,,Hebrew University of Jerusalem
2136,,Israel,,,,,University of Hawaii at M?noa
2137,,United States,,,,,Griffith University
2138,,Australia,,,,,Explore
2139,251300,Goethe University Frankfurt,"30,082",12.7,14%,58:42:00,Germany
2140,251300,École des Ponts ParisTech,"1,959",10.0,37%,32 : 68,France
2141,251300,Heinrich Heine University Düsseldorf,"29,365",32.8,12%,58:42:00,Germany
2142,251300,University of Duisburg-Essen,"41,618",43.7,19%,49:51:00,Germany
2143,,Explore,,,,,Deakin University
2144,,Australia,,,,,Copenhagen Business School
2145,,Denmark,,,,,"China Medical University, Taiwan"
2146,,Taiwan,,,,,Chalmers University of Technology
2147,,Sweden,,,,,University of Canberra
2148,,Australia,,,,,"University of California, Riverside"
2149,,United States,,,,,Brighton and Sussex Medical School
2150,,United Kingdom,,,,,Bournemouth University
2151,,United Kingdom,,,,,Boston College
2152,,United States,,,,,Bond University
2153,,Australia,,,,,Beijing Normal University
2154,,China,,,,,University of Bath
2155,,United Kingdom,,,,,Australian Catholic University
2156,,Australia,,,,,Auckland University of Technology
2157,,New Zealand,,,,,Explore
2158,251300,Aalborg University,"16,818",14.7,14%,,Denmark
2159,201250,University of Wollongong,"17,440",29.1,27%,54:46:00,Australia
2160,,Explore,,,,,Western Sydney University
2161,,Australia,,,,,Western University
2162,,Canada,,,,,Explore
2163,201250,University of Waterloo,"34,306",23.2,23%,48:52:00,Canada
2164,201250,Vrije Universiteit Brussel,"14,284",33.6,23%,57:43:00,Belgium
2165,201250,Vita-Salute San Raffaele University,"3,560",15.1,5%,61:39:00,Italy
2166,201250,University College Dublin,"23,361",21.3,31%,,Ireland
2167,201250,Tohoku University,"17,812",12.4,14%,28 : 72,Japan
2168,201250,Tel Aviv University,"23,834",23.0,7%,57:43:00,Israel
2169,201250,University of Tartu,"9,235",12.0,13%,68:32:00,Estonia
2170,201250,Università della Svizzera italiana,"3,266",12.5,66%,47:53:00,Switzerland
2171,201250,University of Sussex,"17,790",17.4,37%,55:45:00,United Kingdom
2172,201250,University of Surrey,"14,960",16.9,36%,53:47:00,United Kingdom
2173,201250,University of St Andrews,"9,770",12.3,47%,59:41:00,United Kingdom
2174,201250,University of South Florida,"39,907",18.6,13%,,United States
2175,201250,Semmelweis University,"9,860",12.2,34%,69:31:00,Hungary
2176,,Explore,,,,,Sapienza University of Rome
2177,,Italy,,,,,University of São Paulo
2178,,Brazil,,,,,SantAnna School of Advanced Studies  Pisa
2179,,Italy,,,,,Explore
2180,201250,"St Georges, University of London","3,490",13.2,20%,64:36:00,United Kingdom
2181,201250,Rutgers University  New Brunswick,"46,158",10.9,17%,53:47:00,United States
2182,201250,RCSI University of Medicine and Health Sciences,"2,563",24.2,70%,,Ireland
2183,,Explore,,,,,Queensland University of Technology
2184,,Australia,,,,,Explore
2185,201250,Qatar University,"9,084",8.8,35%,77:23:00,Qatar
2186,201250,University of Potsdam,"14,993",39.6,14%,57:43:00,Germany
2187,201250,University of Padua,"48,524",29.3,8%,55:45:00,Italy
2188,201250,University of Notre Dame,"12,401",10.9,13%,46:54:00,United States
2189,201250,University of Newcastle,"24,363",29.5,18%,57:43:00,Australia
2190,201250,Moscow Institute of Physics and Technology (MIPT),"6,083",11.5,20%,,Russian Federation
2191,201250,Medical University of Innsbruck,"3,244",12.9,43%,54:46:00,Austria
2192,201250,Macau University of Science and Technology,"11,993",38.1,91%,57:43:00,Macao
2193,,Explore,,,,,University of Macau
2194,,Macao,,,,,Explore
2195,201250,University of Luxembourg,"5,185",19.3,51%,53:47:00,Luxembourg
2196,201250,Université Libre de Bruxelles,"28,290",49.3,31%,57:43:00,Belgium
2197,201250,Korea University,"22,507",15.8,27%,,South Korea
2198,,Explore,,,,,University of Konstanz
2199,,Germany,,,,,King Fahd University of Petroleum and Minerals
2200,,Saudi Arabia,,,,,Humanitas University
2201,,Italy,,,,,Explore
2202,201250,University of Hohenheim,"8,714",39.7,14%,58:42:00,Germany
2203,201250,University of Gothenburg,"20,891",10.7,12%,,Sweden
2204,201250,George Washington University,"22,298",12.9,15%,62:38:00,United States
2205,201250,University of Geneva,"19,078",8.7,40%,62:38:00,Switzerland
2206,201250,Eindhoven University of Technology,"10,240",21.0,24%,,Netherlands
2207,201250,University of East Anglia,"15,940",13.3,25%,58:42:00,United Kingdom
2208,,Explore,,,,,University of Dundee
2209,,United Kingdom,,,,,Explore
2210,201250,Curtin University,"29,999",20.8,31%,52:48:00,Australia
2211,,Explore,,,,,University of Calgary
2212,,Canada,,,,,Bielefeld University
2213,,Germany,,,,,University of Bergen
2214,,Norway,,,,,Aalto University
2215,,Finland,,,,,University of Reading
2216,,United Kingdom,,,,,Queens University Belfast
2217,,United Kingdom,,,,,Explore
2218,198,Durham University,"18,425",14.1,35%,54:46:00,United Kingdom
2219,196,Sichuan University,"49,543",15.8,6%,,China
2220,,Explore,,,,,University of Erlangen-Nuremberg
2221,,Germany,,,,,University of Miami
2222,,United States,,,,,Medical University of Vienna
2223,,Austria,,,,,"University of California, Santa Cruz"
2224,,United States,,,,,University of Aberdeen
2225,,United Kingdom,,,,,University of Massachusetts
2226,,United States,,,,,Karlsruhe Institute of Technology
2227,,Germany,,,,,Friedrich Schiller University Jena
2228,,Germany,,,,,National Taiwan University (NTU)
2229,,Taiwan,,,,,Explore
2230,187,Cardiff University,"27,105",14.3,28%,59:41:00,United Kingdom
2231,,Explore,,,,,Pompeu Fabra University
2232,,Spain,,,,,University of Münster
2233,,Germany,,,,,Scuola Normale Superiore di Pisa
2234,,Italy,,,,,Autonomous University of Barcelona
2235,,Spain,,,,,University of Barcelona
2236,,Spain,,,,,Texas A&M University
2237,,United States,,,,,University of Arizona
2238,,United States,,,,,University of Mannheim
2239,,Germany,,,,,Stockholm University
2240,,Sweden,,,,,University of Liverpool
2241,,United Kingdom,,,,,Explore
2242,176,Huazhong University of Science and Technology,"57,167",16.2,4%,,China
2243,175,Macquarie University,"30,561",69.0,27%,52:48:00,Australia
2244,,Explore,,,,,Ulsan National Institute of Science and Technology (UNIST)
2245,,South Korea,,,,,Explore
2246,173,Wuhan University,"55,412",15.2,6%,,China
2247,170,Sungkyunkwan University (SKKU),"23,399",19.4,18%,,South Korea
2248,,Explore,,,,,Université Catholique de Louvain
2249,,Belgium,,,,,Indiana University
2250,,United States,,,,,"Northeastern University, US"
2251,,United States,,,,,Medical University of Graz
2252,,Austria,,,,,Technical University of Denmark
2253,,Denmark,,,,,Southern University of Science and Technology (SUSTech)
2254,,China,,,,,Explore
2255,163,Pohang University of Science and Technology (POSTECH),"3,260",10.0,3%,,South Korea
2256,,Explore,,,,,Lomonosov Moscow State University
2257,,Russian Federation,,,,,University of Leicester
2258,,United Kingdom,,,,,Trinity College Dublin
2259,,Ireland,,,,,Explore
2260,161,University of Bologna,"69,831",24.4,12%,56:44:00,Italy
2261,,Explore,,,,,University of Cape Town
2262,,South Africa,,,,,Explore
2263,156,University of Virginia (Main campus),"25,810",9.0,13%,53:47:00,United States
2264,156,TU Dresden,"30,382",30.8,16%,45:55:00,Germany
2265,156,Technical University of Berlin,"20,243",48.1,27%,35 : 65,Germany
2266,156,Arizona State University (Tempe),"50,027",19.6,17%,45:55:00,United States
2267,,Explore,,,,,KTH Royal Institute of Technology
2268,,Sweden,,,,,University of Rochester
2269,,United States,,,,,Tufts University
2270,,United States,,,,,Penn State (Main campus)
2271,,United States,,,,,University of Florida
2272,,United States,,,,,Uppsala University
2273,,Sweden,,,,,Ulm University
2274,,Germany,,,,,University of Colorado Boulder
2275,,United States,,,,,Rice University
2276,,United States,,,,,University of Cologne
2277,,Germany,,,,,Maastricht University
2278,,Netherlands,,,,,University of Pittsburgh-Pittsburgh campus
2279,,United States,,,,,University of York
2280,,United Kingdom,,,,,University of Würzburg
2281,,Germany,,,,,Radboud University Nijmegen
2282,,Netherlands,,,,,Explore
2283,139,Newcastle University,"25,590",15.1,29%,52:48:00,United Kingdom
2284,,Explore,,,,,University of Auckland
2285,,New Zealand,,,,,Explore
2286,137,University of Ottawa,"36,670",26.0,24%,58:42:00,Canada
2287,,Explore,,,,,University of Exeter
2288,,United Kingdom,,,,,Georgetown University
2289,,United States,,,,,University of Lausanne
2290,,Switzerland,,,,,Case Western Reserve University
2291,,United States,,,,,University of Technology Sydney
2292,,Australia,,,,,Explore
2293,131,The University of Western Australia,"18,405",21.3,28%,49:51:00,Australia
2294,131,University of Antwerp,"15,857",32.2,17%,56:44:00,Belgium
2295,130,University of Nottingham,"32,875",15.1,31%,54:46:00,United Kingdom
2296,128,University of Leeds,"33,990",14.6,36%,60:40:00,United Kingdom
2297,128,University of Hamburg,"30,676",61.5,12%,58:42:00,Germany
2298,127,Purdue University West Lafayette,"44,551",16.9,20%,44:56:00,United States
2299,126,University of Oslo,"21,548",13.3,15%,66:34:00,Norway
2300,124,University of Vienna,"35,929",42.9,29%,66:34:00,Austria
2301,124,Queen Mary University of London,"20,505",13.1,46%,55:45:00,United Kingdom
2302,123,Dartmouth College,"6,440",7.8,15%,49:51:00,United States
2303,122,Lancaster University,"14,380",12.8,39%,51:49:00,United Kingdom
2304,121,Vrije Universiteit Amsterdam,"29,796",19.8,16%,56:44:00,Netherlands
2305,119,Lund University,"28,545",11.5,18%,55:45:00,Sweden
2306,119,University of Göttingen,"30,221",26.0,14%,52:48:00,Germany
2307,118,University of Alberta,"32,338",21.6,28%,,Canada
2308,117,Aarhus University,"26,475",13.5,10%,55:45:00,Denmark
2309,114,University of Sheffield,"27,465",14.5,41%,53:47:00,United Kingdom
2310,,Explore,,,,,Université Paris Cité
2311,,France,,,,,University of Copenhagen
2312,,Denmark,,,,,University of Freiburg
2313,,Germany,,,,,Ohio State University (Main campus)
2314,,United States,,,,,University of Montreal
2315,,Canada,,,,,Explore
2316,110,University of Helsinki,"23,059",15.8,5%,67:33:00,Finland
2317,108,University of Southampton,"21,175",13.7,39%,53:47:00,United Kingdom
2318,108,University of Birmingham,"31,820",15.0,34%,58:42:00,United Kingdom
2319,107,Ghent University,"39,437",35.6,12%,57:43:00,Belgium
2320,106,Michigan State University,"45,465",16.0,13%,52:48:00,United States
2321,104,University of Warwick,"23,230",13.1,44%,50:50:00,United Kingdom
2322,104,"University of Maryland, College Park","33,775",16.5,11%,49:51:00,United States
2323,101,University of Minnesota,"61,009",12.0,10%,54:46:00,United States
2324,101,King Abdulaziz University,"31,545",7.8,22%,54:46:00,Saudi Arabia
2325,,Explore,,,,,University of Basel
2326,,Switzerland,,,,,RWTH Aachen University
2327,,Germany,,,,,City University of Hong Kong
2328,,Hong Kong,,,,,Explore
2329,98,Vanderbilt University,"12,696",3.8,15%,55:45:00,United States
2330,95,Nanjing University,"36,426",16.5,8%,54:46:00,China
2331,95,Institut Polytechnique de Paris,"5,999",6.7,41%,24 : 76,France
2332,,Explore,,,,,"University of California, Irvine"
2333,,United States,,,,,University of Bern
2334,,Switzerland,,,,,Université Paris-Saclay
2335,,France,,,,,Korea Advanced Institute of Science and Technology (KAIST)
2336,,South Korea,,,,,Free University of Berlin
2337,,Germany,,,,,Sorbonne University
2338,,France,,,,,University of Bonn
2339,,Germany,,,,,University of Adelaide
2340,,Australia,,,,,University of Tübingen
2341,,Germany,,,,,Humboldt University of Berlin
2342,,Germany,,,,,McMaster University
2343,,Canada,,,,,Explore
2344,82,University of Zurich,"25,003",13.7,22%,56:44:00,Switzerland
2345,82,University of Glasgow,"28,540",13.5,41%,59:41:00,United Kingdom
2346,,Explore,,,,,Emory University
2347,,United States,,,,,University of Wisconsin-Madison
2348,,United States,,,,,Erasmus University Rotterdam
2349,,Netherlands,,,,,Explore
2350,79,Hong Kong Polytechnic University,"19,046",28.9,30%,51:49:00,Hong Kong
2351,,Explore,,,,,Yonsei University (Seoul campus)
2352,,South Korea,,,,,Explore
2353,77,Leiden University,"33,648",19.3,20%,60:40:00,Netherlands
2354,,Explore,,,,,University of Bristol
2355,,United Kingdom,,,,,University of Groningen
2356,,Netherlands,,,,,Explore
2357,74,University of Science and Technology of China,"18,573",8.1,6%,,China
2358,,Explore,,,,,Charité - Universitätsmedizin Berlin
2359,,Germany,,,,,UNSW Sydney
2360,,Australia,,,,,Explore
2361,71,Boston University,"27,243",10.8,31%,59:41:00,United States
2362,70,Delft University of Technology,"20,299",16.1,31%,31 : 69,Netherlands
2363,69,University of North Carolina at Chapel Hill,"31,080",7.9,8%,59:41:00,United States
2364,68,Kyoto University,"22,269",9.2,12%,25 : 75,Japan
2365,67,Zhejiang University,"46,124",12.0,16%,,China
2366,,Explore,,,,,Utrecht University
2367,,Netherlands,,,,,University of Southern California
2368,,United States,,,,,"University of California, Santa Barbara"
2369,,United States,,,,,"University of California, Davis"
2370,,United States,,,,,Australian National University
2371,,Australia,,,,,Brown University
2372,,United States,,,,,University of Amsterdam
2373,,Netherlands,,,,,Explore
2374,59,Wageningen University & Research,"15,404",18.6,27%,55:45:00,Netherlands
2375,58,The Hong Kong University of Science and Technology,"9,864",21.0,32%,,Hong Kong
2376,,Explore,,,,,Washington University in St Louis
2377,,United States,,,,,Seoul National University
2378,,South Korea,,,,,The University of Sydney
2379,,Australia,,,,,University of Manchester
2380,,United Kingdom,,,,,The University of Queensland
2381,,Australia,,,,,Explore
2382,52,Shanghai Jiao Tong University,"37,478",11.5,8%,42:58:00,China
2383,51,Fudan University,"36,318",11.9,9%,52:48:00,China
2384,50,University of Texas at Austin,"49,171",17.4,10%,53:47:00,United States
2385,49,Karolinska Institute,"8,021",9.9,27%,70:30:00,Sweden
2386,48,University of Illinois at Urbana-Champaign,"48,674",17.4,22%,48:52:00,United States
2387,47,Paris Sciences et Lettres  PSL Research University Paris,"16,218",15.0,22%,51:49:00,France
2388,46,McGill University,"32,309",12.5,30%,60:40:00,Canada
2389,45,Chinese University of Hong Kong,"18,468",19.0,21%,,Hong Kong
2390,,Explore,,,,,Monash University
2391,,Australia,,,,,Universität Heidelberg
2392,,Germany,,,,,KU Leuven
2393,,Belgium,,,,,Explore
2394,41,École Polytechnique Fédérale de Lausanne,"11,641",12.3,62%,30 : 70,Switzerland
2395,40,University of British Columbia,"56,452",18.9,34%,55:45:00,Canada
2396,39,The University of Tokyo,"26,112",10.5,15%,,Japan
2397,38,Georgia Institute of Technology,"28,826",24.7,40%,33 : 67,United States
2398,37,London School of Economics and Political Science,"11,120",11.9,73%,55:45:00,United Kingdom
2399,36,"Nanyang Technological University, Singapore","24,651",15.1,25%,48:52:00,Singapore
2400,35,Kings College London,"28,965",11.8,52%,63:37:00,United Kingdom
2401,34,University of Melbourne,"49,588",23.8,47%,58:42:00,Australia
2402,33,LMU Munich,"35,003",34.2,19%,61:39:00,Germany
2403,,Explore,,,,,"University of California, San Diego"
2404,,United States,,,,,University of Hong Kong
2405,,Hong Kong,,,,,Explore
2406,30,Technical University of Munich,"33,960",40.6,36%,37 : 63,Germany
2407,,Explore,,,,,University of Edinburgh
2408,,United Kingdom,,,,,Carnegie Mellon University
2409,,United States,,,,,University of Washington
2410,,United States,,,,,Northwestern University
2411,,United States,,,,,Duke University
2412,,United States,,,,,New York University
2413,,United States,,,,,University of Michigan-Ann Arbor
2414,,United States,,,,,UCL
2415,,United Kingdom,,,,,"University of California, Los Angeles"
2416,,United States,,,,,Cornell University
2417,,United States,,,,,National University of Singapore
2418,,Singapore,,,,,Explore
2419,18,University of Toronto,"77,468",25.8,26%,56:44:00,Canada
2420,17,Peking University,"31,994",10.3,19%,,China
2421,,Explore,,,,,Tsinghua University
2422,,China,,,,,Explore
2423,15,Johns Hopkins University,"17,584",4.7,29%,53:47:00,United States
2424,14,University of Pennsylvania,"21,453",6.3,23%,53:47:00,United States
2425,13,The University of Chicago,"15,366",6.0,36%,47:53:00,United States
2426,11,ETH Zurich,"21,665",14.8,41%,33 : 67,Switzerland
2427,11,Columbia University,"21,781",4.5,38%,,United States
2428,10,Imperial College London,"18,545",11.2,61%,40 : 60,United Kingdom
2429,9,Yale University,"13,482",5.9,21%,52:48:00,United States
2430,8,"University of California, Berkeley","40,921",18.4,24%,52:48:00,United States
2431,7,Princeton University,"8,279",8.0,23%,46:54:00,United States
2432,6,California Institute of Technology,"2,237",6.2,34%,37 : 63,United States
2433,5,Massachusetts Institute of Technology,"11,415",8.2,33%,40 : 60,United States
2434,3,Stanford University,"16,164",7.1,24%,46:54:00,United States
2435,3,University of Cambridge,"20,185",11.3,39%,47:53:00,United Kingdom
2436,2,Harvard University,"21,887",9.6,25%,50:50:00,United States
2437,1,University of Oxford,"20,965",10.6,42%,48:52:00,United Kingdom
